JW_ID	Locustag K-12	Locustag MG1655	Gene name K-12	Locus name K-12	Synonyms of locus names K-12	Solubility(%)	yield_new(uM)	yield_new(ug/ml)	calculated MW(kDa)	calculated pI	Type of gene product	Gene product description	Cell location	Structure (PDB) id	SCOP assignment
JW2905	ECK2933	b2938	speA	speA		48 	0.5 	34 	73.8 	4.8 	e	"biosynthetic arginine decarboxylase, PLP-binding"	Cytoplasmic		"50621; Alanine racemase-like, C-terminal domain -!- 51419; PLP-binding barrel"
JW2946	ECK2974	b2979	glcD	glcD	gox -!- yghM	52 	0.7 	36 	53.7 	5.2 	e	"glycolate oxidase subunit, FAD-linked"	Cytoplasmic		"55103; FAD-linked oxidases, C-terminal domain -!- 56176; FAD-binding domain"
JW2955	ECK2981	b2987	pitB	pitB		6 	0.6 	31 	53.8 	10.3 	t	phosphate transporter	Integral Membrane Protein		
JW2956	ECK2982	b2988	gss	gss	gsp	50 	0.2 	15 	70.4 	5.3 	e	fused glutathionylspermidine amidase -!- glutathionylspermidine synthetase	Membrane Anchored		
JW2962	ECK2988	b2994	hybC	hybC		29 	1.2 	73 	62.4 	6.2 	e	"hydrogenase 2, large subunit"	Periplasmic		"56762; Nickel-iron hydrogenase, large subunit"
JW2988	ECK3011	b3020	ygiS	ygiS		27 	0.3 	18 	60.6 	6.9 	pt	predicted transporter subunit -!- periplasmic-binding component of ABC superfamily	Periplasmic		53850; Periplasmic binding protein-like II
JW2998	ECK3021	b3030	parE	parE	nfxD	77 	0.7 	49 	70.2 	5.7 	e	"DNA topoisomerase IV, subunit B"	Cytoplasmic		54211; Ribosomal protein S5 domain 2-like -!- 55874; ATPase domain of HSP90 chaperone/DNA topoisomerase II/histidine kinase -!- 56719; Type II DNA topoisomerase
JW5275	ECK1693	b1695	ydiO	ydiO		34 	0.5 	22 	42.9 	5.9 	pe	predicted acyl-CoA dehydrogenase	Cytoplasmic		"47203; Acyl-CoA dehydrogenase (flavoprotein), C-terminal domain -!- 56645; Acyl-CoA dehydrogenase (flavoprotein), N-terminal and middle domains"
JW3023	ECK3040	b3051	yqiK	yqiK		101 	0.2 	9 	60.6 	5.1 	o	conserved protein	Membrane Anchored		
JW3038	ECK3056	b3066	dnaG	dnaG	dnaP -!- parB -!- sdgA	40 	0.2 	16 	65.5 	6.1 	e	DNA primase	Cytoplasmic		56731; DNA primase DnaG catalytic core -!- 57783; Zinc beta-ribbon
JW3039	ECK3057	b3067	rpoD	rpoD	alt	93 	0.3 	20 	70.1 	4.5 	f	"RNA polymerase, sigma 70 (sigma D) factor"	Cytoplasmic		48329; sigma70 subunit fragment from RNA polymerase
JW3043	ECK3062	b3072	aer	aer	air -!- yqjJ	31 	0.9 	49 	55.0 	8.3 	r	fused signal transducer for aerotaxis sensory component -!- methyl accepting chemotaxis component	Membrane Anchored		55785; PYP-like sensor domain
JW3052	ECK3071	b3081	fadH	fadH	ygjL	17 	0.4 	29 	72.6 	6.5 	e	"2,4-dienoyl-CoA reductase, NADH and FMN-linked"	Cytoplasmic		51395; FMN-linked oxidoreductases
JW3097	ECK3116	b3128	garD	garD	yhaG	48 	0.9 	50 	56.3 	5.8 	e	(D)-galactarate dehydrogenase	Cytoplasmic		
JW5344	ECK2090	b2097	fbaB	fbaB	dhnA	5 	1.6 	61 	38.1 	7.0 	e	fructose-bisphosphate aldolase class I	Cytoplasmic		51569; Aldolase
JW2086	ECK2092	b2099	yegU	yegU		30 	2.0 	72 	35.6 	5.9 	pe	predicted hydrolase	Cytoplasmic		
JW2095	ECK2101	b2108	yehA	yehA		49 	0.6 	20 	36.8 	7.8 	ps	predicted fimbrial-like adhesin protein	Periplasmic		49401; Bacterial adhesins
JW2100	ECK2106	b2113	mrp	mrp	apbC	85 	1.9 	75 	39.9 	6.3 	t	antiporter inner membrane protein	Cytoplasmic		52540; P-loop containing nucleotide triphosphate hydrolases
JW5349	ECK2111	b2119	yehL	yehL		12 	1.0 	38 	39.6 	6.8 	pt	predicted transporter subunit -!- ATP-binding compoents of ABC superfamily	Cytoplasmic		52540; P-loop containing nucleotide triphosphate hydrolases
JW5350	ECK2113	b2121	yehP	yehP		8 	1.9 	80 	42.1 	6.5 	d	conserved protein	Cytoplasmic		53300; Integrin A (or I) domain
JW2117	ECK2122	b2129	yehX	yehX		9 	0.5 	18 	34.4 	6.5 	pt	predicted transporter subunit -!- ATP-binding component of ABC superfamily	Cytoplasmic		52540; P-loop containing nucleotide triphosphate hydrolases -!- 54631; CBS-domain
JW5838	ECK2131	b2138	yohG	yohG	yohH	3 	1.1 	44 	39.2 	9.7 	pm	predicted outer membrane protein	Cytoplasmic		"56954; Integral outer membrane protein TolC, efflux pump component"
JW2128	ECK2133	b2140	dusC	dusC	yohI	10 	1.0 	35 	35.2 	6.9 	e	tRNA-dihydrouridine synthase C	Cytoplasmic		51395; FMN-linked oxidoreductases
JW2133	ECK2139	b2146	yeiT	yeiT		23 	2.4 	104 	44.3 	5.8 	pe	predicted oxidoreductase	Cytoplasmic		46548; alpha-helical ferredoxin
JW2134	ECK2140	b2147	yeiA	yeiA		65 	1.2 	53 	45.0 	5.8 	pe	predicted oxidoreductase	Cytoplasmic		51395; FMN-linked oxidoreductases
JW2136	ECK2142	b2149	mglA	mglA	mglP -!- PMG -!- mgl	15 	0.9 	49 	56.4 	8.0 	t	fused methyl-galactoside transporter subunitsl -!- ATP-binding components of ABC superfamily	Cytoplasmic		52540; P-loop containing nucleotide triphosphate hydrolases -!- 52540; P-loop containing nucleotide triphosphate hydrolases
JW2137	ECK2143	b2150	mglB	mglB		75 	1.8 	63 	35.7 	6.7 	t	methyl-galactoside transporter subunit -!- periplasmic-binding component of ABC superfamily	Periplasmic		53822; Periplasmic binding protein-like I
JW2138	ECK2144	b2151	galS	galS	mglD	10 	2.0 	76 	37.3 	6.8 	r	DNA-binding transcriptional repressor	Cytoplasmic		47413; lambda repressor-like DNA-binding domains -!- 53822; Periplasmic binding protein-like I
JW2147	ECK2153	b2160	yeiI	yeiI		9 	1.3 	53 	39.7 	6.0 	pe	predicted kinase	Cytoplasmic		46785; Winged helix -!- 53613; Ribokinase-like
JW2152	ECK2158	b2165	yeiN	yeiN		98 	0.4 	14 	32.9 	6.2 	o	conserved protein	Cytoplasmic		
JW2153	ECK2159	b2166	yeiC	yeiC		22 	3.0 	100 	33.5 	5.3 	pe	predicted kinase	Cytoplasmic		53613; Ribokinase-like
JW2155	ECK2161	b2168	fruK	fruK	fpk -!- fruF	79 	2.3 	77 	33.7 	6.3 	e	fructose-1-phosphate kinase	Cytoplasmic		53613; Ribokinase-like
JW2156	ECK2162	b2169	fruB	fruB	fruF -!- fpr	91 	2.7 	107 	39.6 	5.0 	t	fused fructose-specific PTS enzyme IIA component -!- HPr component	Cytoplasmic		55804; Phoshotransferase/anion transport protein -!- 55594; HPr-like
JW2160	ECK2166	b2172	yeiQ	yeiQ		31 	0.8 	43 	54.0 	6.1 	pe	"predicted dehydrogenase, NAD-dependent"	Cytoplasmic		
JW2164	ECK2170	b2176	rtn	rtn		77 	0.1 	6 	58.5 	6.4 	o	conserved protein	Membrane Anchored		
JW2174	ECK2180	b2186	yejK	yejK		76 	4.2 	159 	37.8 	5.1 	f	nucleotide associated protein	Cytoplasmic		
JW2176	ECK2182	b2188	yejM	yejM	yejN	2 	0.9 	61 	67.2 	9.7 	pe	"predicted hydrolase, inner membrane"	Integral Membrane Protein		53649; Alkaline phosphatase-like
JW2182	ECK2186	b2194	ccmH	ccmH	yejP	41 	1.7 	66 	39.0 	8.2 	pe	"heme lyase, CcmH subunit"	Integral Membrane Protein		48439; Protein prenylyltransferase
JW2201	ECK2205	b2213	ada	ada		32 	3.0 	118 	39.3 	8.7 	r	fused DNA-binding transcriptional dual regulator -!- O6-methylguanine-DNA methyltransferase	Cytoplasmic		"46689; Homeodomain-like -!- 57884; N-ada DNA repair protein, N-terminal domain (N-Ada 10) -!- 46767; Methylated DNA-protein cysteine methyltransferase, C-terminal domain -!- 53155; Methylated DNA-protein cysteine methyltransferase domain"
JW2203	ECK2207	b2215	ompC	ompC	meoA -!- par	7 	2.6 	105 	40.3 	4.9 	t	outer membrane porin protein C	Outer Membrane B-barrel protein		56935; Porins
JW2214	ECK2213	b2220	atoC	atoC	Az -!- az	39 	0.7 	35 	52.1 	6.5 	r	"fused response regulator of ato opeon, in two-component system with AtoS"	Cytoplasmic		52172; CheY-like -!- 52540; P-loop containing nucleotide triphosphate hydrolases
JW2218	ECK2217	b2224	atoB	atoB		9 	1.8 	74 	40.3 	7.6 	c	acetyl-CoA acetyltransferase	Cytoplasmic		53901; Thiolase-like
JW2229	ECK2227	b2235	nrdB	nrdB	ftsB	46 	1.9 	81 	43.5 	4.8 	c	"ribonucleoside diphosphate reductase 1, beta subunit, ferritin-like"	Cytoplasmic	1MXR	47240; Ferritin-like
JW2233	ECK2231	b2239	glpQ	glpQ		39 	3.8 	155 	40.8 	5.9 	e	periplasmic glycerophosphodiester phosphodiesterase	Periplasmic	1T8Q	
JW2236	ECK2234	b2242	glpB	glpB	psi-51	25 	1.7 	77 	45.3 	6.4 	m	"sn-glycerol-3-phosphate dehydrogenase (anaerobic), membrane anchor subunit"	Membrane Associated		51905; FAD/NAD(P)-binding domain
JW2237	ECK2235	b2243	glpC	glpC		14 	4.1 	182 	44.1 	8.3 	e	"sn-glycerol-3-phosphate dehydrogenase (anaerobic), small subunit"	Cytoplasmic		46548; alpha-helical ferredoxin
JW2241	ECK2240	b2247	yfaW	yfaW		6 	2.5 	110 	44.7 	6.2 	pe	predicted enolase	Cytoplasmic		51604; Enolase C-terminal domain-like -!- 54826; Enolase N-terminal domain-like
JW2243	ECK2242	b2249	yfaY	yfaY		52 	1.4 	63 	44.2 	6.0 	d	conserved protein	Cytoplasmic		53218; Molybdenum cofactor biosynthesis proteins
JW5372	ECK2246	b2253	yfbE	yfbE	arnB -!- pmrH	13 	0.3 	12 	42.2 	6.9 	e	"uridine 5'-(beta-1-threo-pentapyranosyl-4-ulose diphosphate) aminotransferase, PLP-dependent"	Cytoplasmic		53383; PLP-dependent transferases
JW2248	ECK2247	b2254	yfbF	yfbF	pmrF -!- ORF2	14 	0.7 	26 	36.3 	7.7 	e	undecaprenyl phosphate-L-Ara4FN transferase	Integral Membrane Protein		53448; Nucleotide-diphospho-sugar transferases
JW2255	ECK2254	b2260	menE	menE		31 	1.3 	66 	50.1 	6.5 	e	o-succinylbenzoate-CoA ligase	Cytoplasmic		56801; Firefly luciferase-like
JW2256	ECK2255	b2261	menC	menC		41 	2.7 	97 	35.4 	5.2 	e	o-succinylbenzoyl-CoA synthase	Cytoplasmic	1FHU	51604; Enolase C-terminal domain-like -!- 54826; Enolase N-terminal domain-like
JW2260	ECK2259	b2265	menF	menF	yfbA	50 	1.1 	51 	48.7 	7.3 	e	isochorismate synthase 2	Cytoplasmic		56322; ADC synthase
JW2263	ECK2262	b2268	elaC	elaC	ecoZ -!- rnz -!- zipD	29 	1.1 	37 	32.9 	6.3 	e	binuclear zinc phosphodiesterase	Cytoplasmic		56281; Metallo-hydrolase/oxidoreductase
JW2279	ECK2278	b2284	nuoF	nuoF	ygfQ -!- nuoB	12 	1.2 	59 	49.2 	7.2 	c	"NADH:ubiquinone oxidoreductase, chain F"	Cytoplasmic		
JW5375	ECK2280	b2286	nuoC	nuoC	nuoCD -!- nuoD	18 	0.2 	12 	68.6 	6.3 	c	"NADH:ubiquinone oxidoreductase, chain C,D"	Cytoplasmic		"56762; Nickel-iron hydrogenase, large subunit"
JW2284	ECK2283	b2289	lrhA	lrhA	genR	12 	2.0 	68 	34.6 	6.0 	r	DNA-binding transcriptional repressor	Cytoplasmic		46785; Winged helix -!- 53850; Periplasmic binding protein-like II
JW2287	ECK2284	b2290	yfbQ	yfbQ		21 	0.7 	33 	45.5 	6.4 	pe	predicted aminotransferase	Cytoplasmic		53383; PLP-dependent transferases
JW2293	ECK2290	b2296	ackA	ackA		113 	1.0 	43 	43.2 	6.3 	e	acetate kinase A and propionate kinase 2	Cytoplasmic		53067; Actin-like ATPase domain
JW2312	ECK2309	b2315	folC	folC	dedC	85 	0.8 	37 	45.4 	6.0 	e	bifunctional folylpolyglutamate synthase -!- dihydrofolate synthase	Cytoplasmic		"53244; MurD-like peptide ligases, peptide-binding domain -!- 53623; MurD-like peptide ligases, catalytic domain"
JW2316	ECK2313	b2319	usg	usg		102 	2.5 	89 	36.3 	4.4 	pe	predicted semialdehyde dehydrogenase	Cytoplasmic		"51735; NAD(P)-binding Rossmann-fold domains -!- 55347; Glyceraldehyde-3-phosphate dehydrogenase-like, C-terminal domain"
JW2317	ECK2314	b2320	pdxB	pdxB		15 	0.4 	18 	41.3 	6.8 	e	erythronate-4-phosphate dehydrogenase	Cytoplasmic		51735; NAD(P)-binding Rossmann-fold domains -!- 52283; Formate/glycerate dehydrogenase catalytic domain-like
JW2318	ECK2315	b2321	flk	flk	div	62 	0.2 	8 	36.6 	10.1 	pf	predicted flagella assembly protein	Membrane Anchored		
JW2320	ECK2317	b2323	fabB	fabB	fabC	13 	1.7 	73 	42.6 	5.9 	e	3-oxoacyl-[acyl-carrier-protein] synthase I	Cytoplasmic	1OG9	53901; Thiolase-like
JW2326	ECK2323	b2329	aroC	aroC		58 	1.0 	39 	39.1 	6.5 	e	chorismate synthase	Cytoplasmic		
JW5841	ECK2324	b2330	prmB	prmB	yfcB	33 	1.5 	51 	34.9 	4.7 	e	N5-glutamine methyltransferase	Cytoplasmic		53335; S-adenosyl-L-methionine-dependent methyltransferases
JW2341	ECK2338	b2344	fadL	fadL	ttr	1 	2.0 	96 	48.7 	5.9 	t	long-chain fatty acid outer membrane transporter	Outer Membrane B-barrel protein	1T1L	56935; Porins
JW2344	ECK2341	b2347	yfdC	yfdC		38 	0.6 	21 	34.5 	6.0 	pm	predicted inner membrane protein	Integral Membrane Protein		
JW2345	ECK2343	b2349	intS	intS	yfdB -!- intC	59 	0.7 	30 	44.0 	10.0 	h	CPS-53 (KpLE1) prophage; predicted prophage CPS-53 integrase	Cytoplasmic		56349; DNA breaking-rejoining enzymes
JW2361	ECK2360	b2364	dsdC	dsdC		8 	2.0 	69 	35.3 	7.1 	r	DNA-binding transcriptional dual regulator	Cytoplasmic		46785; Winged helix -!- 53850; Periplasmic binding protein-like II
JW2362	ECK2361	b2365	dsdX	dsdX	dsdC -!- yfdA -!- yfdD	12 	0.2 	9 	47.1 	8.2 	pt	predicted transporter	Integral Membrane Protein		
JW2363	ECK2362	b2366	dsdA	dsdA		67 	0.4 	20 	47.8 	6.1 	e	D-serine ammonia-lyase	Cytoplasmic		53686; Tryptophan synthase beta subunit-like PLP-dependent enzymes
JW2365	ECK2364	b2368	emrK	emrK		39 	0.5 	21 	42.5 	8.7 	t	"EmrKY-TolC multidrug resistance efflux pump, membrane fusion protein component"	Periplasmic		51230; Single hybrid motif
JW2368	ECK2367	b2371	yfdE	yfdE		37 	0.5 	20 	41.6 	6.2 	pe	"predicted CoA-transferase, NAD(P)-binding"	Cytoplasmic		
JW2371	ECK2370	b2374	frc	frc	yfdW	82 	0.8 	37 	45.8 	5.9 	e	"formyl-CoA transferase, NAD(P)-binding"	Cytoplasmic		
JW2375	ECK2374	b2378	ddg	ddg	lpxP	9 	1.8 	64 	35.5 	10.4 	e	palmitoleoyl-acyl carrier protein (ACP)-dependent acyltransferase	Membrane Anchored		
JW2376	ECK2375	b2379	yfdZ	yfdZ		77 	0.6 	29 	46.2 	8.2 	pe	"prediected aminotransferase, PLP-dependent"	Cytoplasmic		53383; PLP-dependent transferases
JW2381	ECK2380	b2384	ypdE	ypdE		93 	0.5 	19 	37.4 	5.8 	pe	predicted peptidase	Cytoplasmic		53187; Zn-dependent exopeptidases
JW2385	ECK2384	b2388	glk	glk		80 	0.9 	31 	34.7 	6.6 	e	glucokinase	Cytoplasmic		
JW2395	ECK2394	b2400	gltX	gltX	gltM -!- gluRS	87 	0.8 	43 	53.8 	5.9 	e	glutamyl-tRNA synthetase	Cytoplasmic		48163; Anticodon-binding (C-terminal) domain of glutamyl-tRNA synthetase (GluRS) -!- 52374; Nucleotidylyl transferase
JW2400	ECK2403	b2409	yfeR	yfeR		12 	2.0 	68 	33.9 	7.4 	pr	predicted DNA-binding transcriptional regulator	Cytoplasmic		46785; Winged helix -!- 53850; Periplasmic binding protein-like II
JW2404	ECK2407	b2412	zipA	zipA	f328	96 	0.4 	13 	36.4 	6.1 	cp	cell division protein involved in Z ring assembly	Periplasmic		"64383; Cell-division protein ZipA, C-terminal domain"
JW2407	ECK2409	b2414	cysK	cysK	cysZ	77 	1.8 	64 	34.5 	6.9 	e	"cysteine synthase A, O-acetylserine sulfhydrolase A subunit"	Cytoplasmic		53686; Tryptophan synthase beta subunit-like PLP-dependent enzymes
JW2415	ECK2417	b2422	cysA	cysA		14 	2.4 	100 	41.0 	8.2 	t	sulfate/thiosulfate transporter subunit -!- ATP-binding component of ABC superfamily	Cytoplasmic		52540; P-loop containing nucleotide triphosphate hydrolases
JW2418	ECK2420	b2425	cysP	cysP		62 	1.2 	44 	37.6 	9.0 	t	thiosulfate transporter subunit -!- periplasmic-binding component of ABC superfamily	Periplasmic		53850; Periplasmic binding protein-like II
JW2430	ECK2432	b2437	yfeG	yfeG	eutR	5 	1.0 	41 	40.1 	6.8 	pr	predicted DNA-binding transcriptional regulator	Cytoplasmic		46689; Homeodomain-like
JW2434	ECK2436	b2441	eutB	eutB		13 	1.2 	61 	49.3 	5.0 	e	"ethanolamine ammonia-lyase, large subunit, heavy chain"	Cytoplasmic		
JW2435	ECK2446	b2451	eutA	eutA	yffT	33 	1.2 	58 	49.5 	6.0 	f	reactivating factor for ethanolamine ammonia lyase	Cytoplasmic		53067; Actin-like ATPase domain
JW2437	ECK2448	b2453	eutG	eutG	yffV	9 	1.1 	45 	41.0 	6.5 	pe	predicted alcohol dehydrogenase in ethanolamine utilization	Cytoplasmic		56796; Dehydroquinate synthase-like
JW2439	ECK2450	b2455	eutE	eutE	yffX	76 	2.0 	96 	49.0 	6.8 	pe	"predicted aldehyde dehydrogenase, ethanolamine utilization protein"	Cytoplasmic		53720; ALDH-like
JW2442	ECK2453	b2458	eutI	eutI	ypfA -!- eutD	82 	0.6 	20 	36.0 	7.2 	pe	predicted phosphotransacetylase subunit	Cytoplasmic		
JW2448	ECK2459	b2464	talA	talA		18 	1.4 	51 	35.6 	6.6 	e	transaldolase A	Cytoplasmic		51569; Aldolase
JW2450	ECK2461	b2466	ypfG	ypfG		62 	0.8 	33 	38.7 	7.8 	o	predicted protein	Periplasmic		
JW2456	ECK2467	b2472	dapE	dapE	dapB -!- msgB	20 	1.3 	55 	41.2 	5.9 	e	N-succinyl-diaminopimelate deacylase	Cytoplasmic		"53187; Zn-dependent exopeptidases -!- 55031; Carboxypeptidase G2, dimerisation domain"
JW2462	ECK2473	b2477	nlpB	nlpB	dapX	87 	2.7 	100 	36.8 	6.5 	lp	lipoprotein	Outer Membrane Lipoprotein		
JW2478	ECK2489	b2493	yfgO	yfgO	perM	26 	0.0 	2 	39.2 	9.7 	pm	predicted inner membrane protein	Integral Membrane Protein		
JW2484	ECK2495	b2499	purM	purM	purG	93 	0.5 	18 	36.8 	5.1 	e	phosphoribosylaminoimidazole synthetase	Cytoplasmic		55326; Aminoimidazole ribonucleotide synthetase (PurM) N-terminal domain -!- 56042; Aminoimidazole ribonucleotide synthetase (PurM) C-terminal domain
JW2498	ECK2510	b2514	hisS	hisS		59 	1.7 	81 	47.0 	6.2 	e	histidyl tRNA synthetase	Cytoplasmic	1KMN	52954; Anticodon-binding domain of Class II aaRS -!- 55681; Class II aaRS and biotin synthetases
JW2501	ECK2513	b2517	yfgB	yfgB		60 	2.8 	119 	43.0 	7.4 	pe	predicted enzyme	Cytoplasmic		
JW2514	ECK2527	b2530	iscS	iscS	csdB -!- yfhO -!- nifS -!- yzzO	37 	1.5 	70 	45.0 	6.4 	e	"cysteine desulfurase (tRNA sulfurtransferase), PLP-dependent"	Cytoplasmic	1P3W	53383; PLP-dependent transferases
JW5878	ECK2532	b2535	csiE	csiE	csi-16	12 	0.7 	35 	49.0 	7.9 	cp	stationary phase inducible protein	Cytoplasmic		"63520; PTS-regulatory domain, PRD"
JW2522	ECK2535	b2538	hcaE	hcaE	hcaA1 -!- digA -!- hcaA -!- hcaa1 -!- phdC1 -!- yfhU	14 	1.4 	69 	51.0 	5.7 	e	"3-phenylpropionate dioxygenase, large (alpha) subunit"	Cytoplasmic		50022; ISP domain -!- 55961; Bet v1-like
JW2526	ECK2539	b2542	hcaD	hcaD	hcaA4 -!- yfhY -!- hcaa4 -!- phdA	41 	0.5 	20 	43.9 	6.2 	e	"phenylpropionate dioxygenase, ferredoxin reductase subunit"	Periplasmic		51905; FAD/NAD(P)-binding domain
JW5842	ECK2542	b2545	yphC	yphC		7 	2.7 	103 	38.0 	6.7 	pe	"predicted oxidoreductase, Zn-dependent and NAD(P)-binding"	Cytoplasmic		50129; GroES-like -!- 51735; NAD(P)-binding Rossmann-fold domains
JW2530	ECK2543	b2546	yphD	yphD		38 	0.2 	7 	34.5 	11.0 	pt	predicted sugar transporter subunit -!- membrane component of ABC superfamily	Integral Membrane Protein		
JW2532	ECK2545	b2548	yphF	yphF		64 	2.5 	87 	35.0 	7.6 	pt	predicted sugar transporter subunit -!- periplasmic-binding component of ABC superfamily	Periplasmic		53822; Periplasmic binding protein-like I
JW2536	ECK2549	b2552	hmp	hmp	fsrB -!- hmpA	87 	1.7 	75 	43.8 	6.0 	e	fused nitric oxide dioxygenase -!- dihydropteridine reductase 2	Cytoplasmic	1GVH	"52343; Ferredoxin reductase-like, C-terminal NADP-linked domain -!- 63380; Riboflavin synthase domain-like"
JW2538	ECK2551	b2554	yfhA	yfhA		43 	1.3 	65 	49.1 	6.5 	pr	predicted DNA-binding response regulator in two-component system	Cytoplasmic		52172; CheY-like -!- 52540; P-loop containing nucleotide triphosphate hydrolases
JW5407	ECK2553	b2556	yfhK	yfhK	yfhZ	19 	0.7 	38 	53.3 	8.0 	pr	predicted sensory kinase in two-component system	Integral Membrane Protein		47384; Homodimeric domain of signal transducing histidine kinase -!- 55874; ATPase domain of HSP90 chaperone/DNA topoisomerase II/histidine kinase
JW2542	ECK2556	b2558	yfhD	yfhD		10 	1.3 	72 	53.1 	5.3 	pe	predicted transglycosylase	Periplasmic		53850; Periplasmic binding protein-like II -!- 53955; Lysozyme-like
JW2552	ECK2566	b2568	lepB	lepB	lep	28 	1.1 	38 	35.9 	8.0 	e	leader peptidase (signal peptidase I)	Integral Membrane Protein		51306; LexA/Signal peptidase
JW2553	ECK2567	b2569	lepA	lepA		46 	0.3 	21 	66.5 	5.8 	f	GTP binding membrane protein	Cytoplasmic		"50447; Translation proteins -!- 52540; P-loop containing nucleotide triphosphate hydrolases -!- 54980; Elongation factor G (EF-G), domains III and V"
JW2555	ECK2569	b2571	rseB	rseB		15 	1.1 	41 	35.7 	9.3 	f	anti-sigma factor	Periplasmic		
JW2560	ECK2574	b2576	srmB	srmB	rbaB -!- rhlA	69 	0.6 	32 	49.9 	9.8 	e	ATP-dependent RNA helicase	Cytoplasmic		52540; P-loop containing nucleotide triphosphate hydrolases
JW2565	ECK2579	b2581	yfiF	yfiF		81 	3.0 	112 	37.8 	9.3 	pe	predicted methyltransferase	Cytoplasmic		
JW2569	ECK2583	b2585	pssA	pssA	pss	36 	1.5 	78 	52.8 	9.5 	e	phosphatidylserine synthase (CDP-diacylglycerol-serine O-phosphatidyltransferase)	Cytoplasmic		56024; Phospholipase D/nuclease
JW2580	ECK2596	b2599	pheA	pheA		44 	1.1 	48 	43.1 	6.7 	e	fused chorismate mutase P -!- prephenate dehydratase	Cytoplasmic		48600; Chorismate mutase II -!- 55021; Regulatory domain in the aminoacid metabolism
JW2581	ECK2597	b2600	tyrA	tyrA		72 	0.4 	15 	42.0 	6.3 	e	fused chorismate mutase T -!- prephenate dehydrogenase	Cytoplasmic		48600; Chorismate mutase II -!- 51735; NAD(P)-binding Rossmann-fold domains
JW2582	ECK2598	b2601	aroF	aroF		63 	1.1 	43 	38.8 	6.0 	e	"3-deoxy-D-arabinoheptulosonate-7-phosphate synthase, tyrosine-repressible"	Cytoplasmic		51569; Aldolase
JW5414	ECK2607	b2610	ffh	ffh		107 	0.4 	19 	49.7 	10.1 	f	Signal Recognition Particle (SRP) component with 4.5S RNA (ffs)	Cytoplasmic		47364; Domain of the SRP/SRP receptor G-proteins -!- 47446; Signal peptide-binding domain -!- 52540; P-loop containing nucleotide triphosphate hydrolases
JW5415	ECK2609	b4461	yfjD	yfjD	ypjE	12 	0.7 	31 	44.7 	6.7 	pm	predicted inner membrane protein	Integral Membrane Protein		
JW2602	ECK2618	b2622	intA	intA	slpA -!- intX	8 	1.0 	49 	46.6 	10.2 	h	CP4-57 prophage; integrase	Cytoplasmic		56349; DNA breaking-rejoining enzymes
JW2603	ECK2619	b2623	yfjH	yfjH		19 	0.3 	13 	37.1 	7.7 	h	CP4-57 prophage; predicted protein	Cytoplasmic		
JW2605	ECK2621	b2625	yfjI	yfjI		22 	0.1 	3 	54.0 	8.7 	h	CP4-57 prophage; predicted protein	Cytoplasmic		
JW2611	ECK2626	b2630	yfjN	yfjN	std	8 	1.4 	55 	40.0 	7.1 	h	CP4-57 prophage; predicted protein	Cytoplasmic		
JW5427	ECK2653	b2659	ygaT	ygaT	csiD -!- csi-12	47 	1.2 	46 	37.3 	6.3 	d	predicted protein	Cytoplasmic		51197; Clavaminate synthase-like
JW2635	ECK2654	b2660	ygaF	ygaF		15 	0.8 	38 	46.0 	8.4 	pe	predicted enzyme	Cytoplasmic		
JW2636	ECK2655	b2661	gabD	gabD		60 	0.9 	46 	51.7 	6.0 	e	"succinate-semialdehyde dehydrogenase I, NADP-dependent"	Cytoplasmic		53720; ALDH-like
JW2637	ECK2656	b2662	gabT	gabT		77 	0.5 	22 	45.7 	6.3 	e	"4-aminobutyrate aminotransferase, PLP-dependent"	Cytoplasmic		53383; PLP-dependent transferases
JW2651	ECK2670	b2676	nrdF	nrdF	ygaD	32 	0.8 	31 	36.4 	4.9 	c	"ribonucleoside-diphosphate reductase 2, beta subunit, ferritin-like"	Cytoplasmic		47240; Ferritin-like
JW2652	ECK2671	b2677	proV	proV	osrA -!- proU	73 	0.2 	10 	44.1 	6.0 	t	glycine betaine transporter subunit -!- ATP-binding compoent of ABC superfamily	Cytoplasmic		52540; P-loop containing nucleotide triphosphate hydrolases
JW2653	ECK2672	b2678	proW	proW	osrA -!- proU	5 	0.7 	27 	37.6 	10.1 	t	glycine betaine transporter subunit -!- membrane component of ABC superfamily	Integral Membrane Protein		
JW2654	ECK2673	b2679	proX	proX	osrA -!- proU	52 	1.8 	65 	36.0 	6.6 	t	glycine betaine transporter subunit -!- periplasmic-binding component of ABC superfamily	Periplasmic	1R9Q	
JW2660	ECK2679	b2685	emrA	emrA		26 	1.4 	59 	42.7 	10.0 	t	multidrug efflux system	Membrane Anchored		51230; Single hybrid motif
